customerID,DeviceProtection_No internet service,OnlineBackup_No internet service,OnlineSecurity_No internet service,InternetService_No,InternetService_Fiber optic,TechSupport_No,OnlineSecurity_No,PaymentMethod_Electronic check,Contract_Two year,Contract_Month-to-month,churn,MonthlyCharges,tenure
8387-MOJJT,0,0,0,0,1,1,1,0,0,1,1,77.95,42
5327-CNLUQ,0,0,0,0,1,1,0,0,1,0,0,96.9,48
5816-JMLGY,0,0,0,0,0,0,1,0,1,0,0,80.4,70
3068-OMWZA,0,0,0,0,1,1,1,1,0,1,1,88.8,1
2927-QRRQV,0,0,0,0,1,1,1,1,0,0,0,94.65,46
6032-KRXXO,0,0,0,0,1,1,1,1,0,1,1,90.25,30
6265-SXWBU,0,0,0,0,1,1,1,0,0,0,0,95.75,69
6374-NTQLP,0,0,0,0,1,0,0,0,1,0,0,104.1,72
4154-AQUGT,0,0,0,0,1,0,1,0,0,1,1,89.05,13
3584-WKTTW,0,0,0,0,1,0,0,1,0,0,0,111.55,51
1971-DTCZB,0,0,0,0,0,0,0,0,1,0,0,90.95,72
3092-IGHWF,0,0,0,0,1,1,1,1,0,0,1,87.4,67
8017-LXHFA,0,0,0,0,1,1,1,1,0,1,1,94.75,23
5930-GBIWP,0,0,0,0,0,0,0,0,1,0,0,81.5,69
6352-TWCAU,0,0,0,0,1,1,1,1,0,1,1,86.45,35
6035-RIIOM,0,0,0,0,1,1,1,0,1,0,0,97.2,54
2929-QNSRW,0,0,0,0,1,1,1,1,0,0,1,98.25,56
1262-OPMFY,0,0,0,0,1,1,1,0,0,1,1,75.75,9
5035-BVCXS,0,0,0,0,1,1,1,0,0,1,0,75.9,11
6267-DCFFZ,0,0,0,0,1,1,1,1,0,1,0,90.05,30
2439-LYPMQ,0,0,0,0,1,1,1,1,0,1,0,102.6,38
4248-QPAVC,0,0,0,0,1,1,0,0,0,1,1,85.35,17
1899-VXWXM,0,0,0,0,1,1,1,0,0,0,1,106.1,48
8883-ANODQ,0,0,0,0,1,1,1,0,1,0,0,84.4,68
5980-BDHPY,0,0,0,0,0,0,0,0,1,0,0,87.1,72
9469-WEJBT,0,0,0,0,1,0,1,1,0,1,0,90.35,37
3331-HQDTW,0,0,0,0,1,1,0,0,0,1,1,109.8,34
9490-DFPMD,0,0,0,0,1,1,1,1,0,1,1,84.65,42
5442-XSDCW,0,0,0,0,1,1,1,0,0,1,1,79.5,11
7426-WEIJX,0,0,0,0,1,1,0,1,0,1,0,80.95,60
3049-NDXFL,0,0,0,0,1,1,1,0,0,1,1,85.8,1
8580-AECUZ,0,0,0,0,1,1,1,1,0,1,1,79.1,1
8189-HBVRW,0,0,0,0,1,1,0,1,0,1,0,90.8,53
1228-FZFRV,0,0,0,0,1,1,0,0,0,1,1,105.95,50
3761-FLYZI,0,0,0,0,1,1,1,0,0,1,0,108.8,65
5364-XYIRR,0,0,0,0,1,1,1,1,0,1,1,94.65,51
4829-AUOAX,0,0,0,0,1,1,1,0,0,1,1,96.05,46
1219-NNDDO,0,0,0,0,1,1,1,1,0,1,0,76.85,9
9659-QEQSY,0,0,0,0,1,0,0,1,0,1,0,115.65,45
1442-OKRJE,0,0,0,0,1,1,0,0,0,0,0,103.15,66
9158-VCTQB,0,0,0,0,1,0,0,0,0,1,1,113.6,41
6311-UEUME,0,0,0,0,1,1,1,1,0,1,1,78.9,29
0793-TWELN,0,0,0,0,1,1,0,1,0,1,0,80.15,4
1060-ENTOF,0,0,0,0,1,0,0,0,0,0,0,105.4,67
9225-BZLNZ,0,0,0,0,0,1,0,1,1,0,0,85.25,72
5740-YHGTW,0,0,0,0,1,1,0,0,0,1,0,97.55,70
7359-WWYJV,0,0,0,0,1,0,0,0,1,0,0,114.45,72
8593-WHYHV,0,0,0,0,1,1,1,1,0,1,1,85.3,3
3795-GWTRD,0,0,0,0,0,0,0,0,1,0,0,75.55,63
1298-PHBTI,0,0,0,0,1,0,1,1,1,0,0,84.8,71
6097-EQISJ,0,0,0,0,1,1,1,0,0,0,1,102.45,66
4423-YLHDV,0,0,0,0,1,1,0,0,0,1,1,104.4,21
0107-YHINA,0,0,0,0,1,1,1,1,0,1,1,99.75,1
4918-FYJNT,0,0,0,0,1,0,1,1,0,1,0,90.45,55
0727-BNRLG,0,0,0,0,1,0,1,0,1,0,0,97.65,69
6435-SRWBJ,0,0,0,0,1,0,1,1,0,1,0,82.75,5
8932-CZHRQ,0,0,0,0,0,1,0,0,0,0,0,76.75,68
2081-VEYEH,0,0,0,0,1,0,1,1,0,1,0,107.95,3
6407-UTSLV,0,0,0,0,1,1,1,0,0,1,0,83.8,2
7398-SKNQZ,0,0,0,0,1,1,1,1,0,1,0,94.9,3
5935-FCCNB,0,0,0,0,1,1,1,1,0,1,0,94.2,17
8345-MVDYC,0,0,0,0,0,0,0,0,1,0,0,81.65,45
8226-BXGES,0,0,0,0,1,1,0,0,0,0,0,89.45,64
9705-IOVQQ,0,0,0,0,1,1,1,1,0,0,0,99.0,61
2040-XBAVJ,0,0,0,0,1,0,0,0,1,0,0,114.45,72
8646-JCOMS,0,0,0,0,1,0,1,0,0,0,0,90.55,66
5318-IXUZF,0,0,0,0,1,1,1,0,0,1,1,87.15,2
8952-WCVCD,0,0,0,0,1,1,0,0,0,0,0,104.45,41
3963-RYFNS,0,0,0,0,1,0,0,0,1,0,0,116.45,72
3198-VELRD,0,0,0,0,1,1,1,0,0,1,1,84.75,3
1320-REHCS,0,0,0,0,1,0,1,1,0,1,0,110.75,52
4137-JOPHL,0,0,0,0,1,0,1,0,1,0,0,89.7,50
9436-ZBZCT,0,0,0,0,1,0,1,1,0,1,1,89.95,14
2057-BOYKM,0,0,0,0,1,0,0,0,1,0,0,96.6,72
6950-TWMYB,0,0,0,0,1,0,1,0,1,0,0,79.95,54
9470-XCCEM,0,0,0,0,1,1,1,0,0,1,0,89.65,35
3902-MIVLE,0,0,0,0,0,0,0,0,1,0,0,75.7,63
0409-WTMPL,0,0,0,0,1,1,0,0,0,0,0,110.65,58
3669-WHAFY,0,0,0,0,1,0,0,0,1,0,0,115.15,71
3144-KMTWZ,0,0,0,0,1,1,1,0,0,1,0,93.25,71
7279-BUYWN,0,0,0,0,1,1,0,1,0,1,1,113.2,41
7156-MHUGY,0,0,0,0,1,1,1,1,0,1,1,90.5,13
7198-GLXTC,0,0,0,0,1,1,1,1,0,1,1,79.0,2
2307-FYNNL,0,0,0,0,1,0,0,1,1,0,0,109.05,65
5091-HFAZW,0,0,0,0,1,1,0,1,0,1,0,91.15,2
2519-LBNQL,0,0,0,0,1,1,1,1,0,0,0,104.35,60
1568-LJSZU,0,0,0,0,0,0,0,0,1,0,0,92.2,68
7530-HDYDS,0,0,0,0,1,0,1,0,0,1,1,84.25,38
7789-HKSBS,0,0,0,0,1,1,0,0,0,0,0,105.2,42
3096-IZETN,0,0,0,0,1,1,1,0,0,1,1,78.1,12
5377-NDTOU,0,0,0,0,0,0,0,0,1,0,0,91.05,71
5922-ABDVO,0,0,0,0,1,1,1,0,0,1,1,89.65,19
9172-ANCRX,0,0,0,0,1,1,0,1,0,1,1,98.7,10
6910-HADCM,0,0,0,0,1,1,1,1,0,1,1,76.35,1
4816-LXZYW,0,0,0,0,1,1,1,1,0,1,1,79.15,23
9606-PBKBQ,0,0,0,0,1,1,1,1,0,1,1,85.0,32
5149-QYTTU,0,0,0,0,1,0,0,0,0,0,0,95.15,71
2070-XYMFH,0,0,0,0,1,1,1,0,0,1,0,79.35,23
2085-BOJKI,0,0,0,0,1,1,1,0,0,0,0,96.65,17
0817-HSUSE,0,0,0,0,0,0,1,1,0,1,0,75.5,1
5663-QBGIS,0,0,0,0,1,1,1,0,1,0,0,98.35,72
3536-IQCTX,0,0,0,0,1,1,1,1,0,1,1,85.3,32
4911-BANWH,0,0,0,0,1,1,1,0,0,1,1,86.55,31
6908-VVYHM,0,0,0,0,1,1,1,1,0,1,0,90.65,65
6365-MTGZX,0,0,0,0,1,0,1,1,0,1,1,96.0,24
8058-DMYRU,0,0,0,0,1,1,1,1,0,1,0,90.05,54
6990-YNRIO,0,0,0,0,1,0,0,0,1,0,1,108.65,65
6959-GQEGV,0,0,0,0,0,1,0,1,0,1,0,75.95,45
4143-HHPMK,0,0,0,0,1,1,1,1,0,1,1,85.35,52
7064-FRRSW,0,0,0,0,1,1,1,1,0,0,0,99.0,48
7940-UQQUG,0,0,0,0,1,0,0,0,0,0,0,104.4,64
0923-PNFUB,0,0,0,0,1,1,1,1,0,1,1,83.75,3
3062-ICYZQ,0,0,0,0,1,1,0,1,0,1,0,93.8,51
5129-HHMZC,0,0,0,0,0,0,0,0,1,0,0,86.45,43
9637-CDTKZ,0,0,0,0,1,0,0,0,1,0,0,114.1,72
3946-JEWRQ,0,0,0,0,1,1,1,0,0,0,0,95.2,47
7873-CVMAW,0,0,0,0,0,0,0,0,1,0,0,88.55,72
6474-FVJLC,0,0,0,0,1,1,1,1,0,1,1,86.0,2
8840-DQLGN,0,0,0,0,1,0,0,0,0,1,1,100.5,35
3638-VBZTA,0,0,0,0,0,0,0,0,1,0,0,86.5,68
6689-TCZHQ,0,0,0,0,1,1,1,1,0,1,1,78.95,5
8563-OYMQY,0,0,0,0,1,1,1,0,0,1,0,90.95,17
1951-IEYXM,0,0,0,0,0,0,0,0,1,0,0,90.6,72
3318-NMQXL,0,0,0,0,1,1,1,1,0,1,0,92.0,3
3143-ILDAL,0,0,0,0,1,0,1,1,0,1,1,94.45,56
2272-UOINI,0,0,0,0,0,0,0,1,0,1,0,78.5,7
5668-MEISB,0,0,0,0,1,0,0,0,1,0,0,106.1,72
7188-CBBBA,0,0,0,0,1,1,1,1,0,0,0,95.5,65
4720-VSTSI,0,0,0,0,1,1,1,0,0,1,1,84.8,44
3219-JQRSL,0,0,0,0,0,0,0,0,1,0,0,89.1,72
6732-VAILE,0,0,0,0,0,0,1,0,1,0,0,85.95,70
1845-CSBRZ,0,0,0,0,1,1,1,0,0,1,0,85.35,22
6651-AZVTJ,0,0,0,0,1,1,1,1,0,1,1,99.8,49
4566-GOLUK,0,0,0,0,1,0,1,0,0,1,1,107.35,47
2018-QKYGT,0,0,0,0,1,1,1,1,0,1,0,81.05,1
7409-JURKQ,0,0,0,0,1,0,1,0,0,0,0,111.8,53
4587-NUKOX,0,0,0,0,1,1,0,1,0,1,1,79.1,3
7449-HVPIV,0,0,0,0,1,1,1,0,0,1,0,90.4,55
5504-WSIUR,0,0,0,0,1,0,1,0,0,0,0,90.25,70
8183-ONMXC,0,0,0,0,1,1,1,1,0,1,1,80.75,2
8466-PZBLH,0,0,0,0,1,0,0,0,1,0,0,104.6,67
9614-RMGHA,0,0,0,0,1,1,1,0,0,1,1,91.85,65
0564-MUUQK,0,0,0,0,1,0,1,0,0,1,0,95.5,20
5054-IEXZT,0,0,0,0,1,1,1,1,0,1,1,75.35,1
5834-ASPWA,0,0,0,0,1,1,1,1,0,1,1,75.45,1
0701-RFGFI,0,0,0,0,1,1,1,0,0,1,0,95.4,49
0019-EFAEP,0,0,0,0,1,1,0,0,1,0,0,101.3,72
3737-XBQDD,0,0,0,0,1,1,1,0,0,1,0,84.85,24
5846-QFDFI,0,0,0,0,1,0,1,0,0,1,0,88.6,33
3511-APPBJ,0,0,0,0,1,1,0,0,0,0,0,99.95,23
0565-IYCGT,0,0,0,0,0,0,0,0,0,0,1,78.6,69
5447-WZAFP,0,0,0,0,1,1,1,0,0,0,0,100.3,53
5445-UTODQ,0,0,0,0,1,1,1,1,0,1,1,81.1,7
7892-QVYKW,0,0,0,0,1,1,1,1,0,1,0,85.6,23
9675-ICXCT,0,0,0,0,0,0,0,1,1,0,0,80.8,72
9497-QCMMS,0,0,0,0,1,1,1,1,0,1,1,93.55,1
5692-ICXLW,0,0,0,0,1,1,1,1,0,1,0,90.7,31
1960-UYCNN,0,0,0,0,1,1,1,1,0,1,0,95.25,10
0348-SDKOL,0,0,0,0,1,0,1,0,0,1,1,102.1,58
7336-RLLRH,0,0,0,0,0,0,0,0,0,0,0,80.85,27
4373-MAVJG,0,0,0,0,1,1,1,0,0,1,1,90.9,14
7710-JSYOA,0,0,0,0,1,0,1,0,1,0,0,93.3,69
5419-KLXBN,0,0,0,0,1,1,1,0,0,1,1,89.15,25
3424-NMNBO,0,0,0,0,1,1,0,1,0,0,1,108.85,58
4514-GFCFI,0,0,0,0,1,1,1,1,0,1,1,84.75,16
0607-MVMGC,0,0,0,0,0,1,1,0,0,0,0,78.75,45
3365-SAIGS,0,0,0,0,1,1,1,1,0,1,0,83.55,17
0266-CLZKZ,0,0,0,0,1,0,1,0,1,0,0,105.65,67
7020-OZKXZ,0,0,0,0,1,1,1,0,0,1,0,75.5,9
1447-PJGGA,0,0,0,0,1,1,1,1,1,0,1,95.25,57
8565-CLBZW,0,0,0,0,1,1,1,0,0,1,1,89.85,24
9139-WQQDY,0,0,0,0,1,1,1,0,0,0,1,100.45,49
8086-OVPWV,0,0,0,0,1,1,1,1,0,1,1,80.2,2
9430-FRQOC,0,0,0,0,1,0,1,0,0,1,1,87.1,4
7639-OPLNG,0,0,0,0,0,0,0,0,1,0,0,79.25,70
3074-GQWYX,0,0,0,0,1,1,1,0,0,1,1,75.9,5
1492-QGCLU,0,0,0,0,0,0,0,1,0,1,0,85.7,53
6845-RGTYS,0,0,0,0,1,1,0,1,0,1,1,98.75,47
8861-HGGKB,0,0,0,0,1,1,1,1,0,1,1,86.45,10
7694-VLBWQ,0,0,0,0,1,1,1,1,0,0,1,104.1,67
2546-KZAAT,0,0,0,0,0,1,0,0,0,0,0,75.4,52
0181-RITDD,0,0,0,0,1,0,0,0,1,0,0,108.15,62
5989-PGKJB,0,0,0,0,1,1,1,1,0,1,0,86.25,16
4795-KTRTH,0,0,0,0,1,1,1,1,0,1,1,81.0,5
8272-ONJLV,0,0,0,0,1,1,1,1,0,0,0,95.7,12
1488-PBLJN,0,0,0,0,1,0,0,0,1,0,0,116.85,72
0308-GIQJT,0,0,0,0,1,0,1,0,0,0,0,105.75,71
6481-OGDOO,0,0,0,0,1,1,0,0,0,0,1,90.6,67
3753-TSEMP,0,0,0,0,1,1,1,1,0,1,1,88.15,15
9172-JITSM,0,0,0,0,1,1,1,1,0,1,1,90.8,26
6298-QDFNH,0,0,0,0,1,1,1,1,0,1,1,79.35,22
7398-HPYZQ,0,0,0,0,0,0,0,0,1,0,0,90.55,71
7519-JTWQH,0,0,0,0,1,0,1,0,1,0,0,110.5,69
8543-MSDMF,0,0,0,0,0,1,0,1,0,1,0,77.4,3
9961-JBNMK,0,0,0,0,1,1,1,0,0,1,1,96.8,21
1170-SASML,0,0,0,0,1,1,1,0,0,1,0,85.4,69
2038-LLMLM,0,0,0,0,1,0,1,1,0,1,0,103.85,48
6173-ITPWD,0,0,0,0,1,1,1,0,0,1,1,83.35,47
1216-BGTSP,0,0,0,0,1,0,0,0,0,1,0,108.45,45
4138-NAXED,0,0,0,0,1,1,1,0,0,1,0,81.0,51
2189-UXTKY,0,0,0,0,0,0,0,1,0,1,1,79.2,22
0744-BIKKF,0,0,0,0,0,0,0,0,1,0,0,86.65,72
7483-IQWIB,0,0,0,0,1,1,1,1,0,1,0,92.95,37
5248-KWLAR,0,0,0,0,0,0,0,1,1,0,0,90.35,71
7833-PKIHD,0,0,0,0,0,0,0,0,0,0,0,76.4,51
5153-RTHKF,0,0,0,0,1,1,1,1,0,1,0,85.35,34
4832-VRBMR,0,0,0,0,1,1,1,0,0,0,0,103.15,65
9079-LWTFD,0,0,0,0,1,0,0,0,0,1,0,100.75,47
6356-ELRKD,0,0,0,0,1,1,0,1,0,1,1,95.6,1
3392-EHMNK,0,0,0,0,1,0,1,0,1,0,0,94.1,67
6179-GJPSO,0,0,0,0,1,0,0,0,0,1,1,108.15,43
7901-TBKJX,0,0,0,0,1,1,1,1,0,1,0,101.05,56
5804-HYIEZ,0,0,0,0,1,1,0,1,0,1,0,106.05,70
9919-FZDED,0,0,0,0,0,1,0,0,1,0,0,84.1,72
5934-TSSAU,0,0,0,0,1,1,1,0,0,1,0,75.3,23
8290-YWKHZ,0,0,0,0,1,1,1,1,0,1,1,93.2,32
2955-BJZHG,0,0,0,0,1,1,1,1,0,1,1,80.85,17
2251-PYLPB,0,0,0,0,0,0,0,0,1,0,0,79.55,72
9300-RENDD,0,0,0,0,1,1,1,1,0,1,1,79.95,1
8087-LGYHQ,0,0,0,0,1,1,1,1,0,1,0,94.05,9
4137-BTIKL,0,0,0,0,1,1,0,0,0,1,0,90.75,2
2190-BCXEC,0,0,0,0,1,0,1,0,0,1,0,78.85,40
6227-FBDXH,0,0,0,0,1,1,1,0,0,0,0,99.5,69
2153-MREFK,0,0,0,0,1,0,0,1,0,0,1,99.2,37
2911-WDXMV,0,0,0,0,1,1,1,0,0,1,0,80.55,18
3106-ULWFW,0,0,0,0,1,1,1,0,0,1,1,85.2,8
0925-VYDLG,0,0,0,0,1,1,1,1,0,1,1,75.25,3
7422-WNBTY,0,0,0,0,1,1,1,1,0,1,0,93.35,33
7607-QKKTJ,0,0,0,0,1,1,1,0,0,0,0,95.0,45
8984-HPEMB,0,0,0,0,1,0,0,1,1,0,0,118.65,71
9779-DPNEJ,0,0,0,0,1,1,1,1,0,1,0,80.15,22
4123-FCVCB,0,0,0,0,0,0,1,0,0,0,0,75.85,12
8819-IMISP,0,0,0,0,1,1,1,1,0,1,0,80.45,31
8311-UEUAB,0,0,0,0,0,1,0,1,1,0,0,75.5,67
9787-XVQIU,0,0,0,0,1,1,1,1,0,1,1,75.3,1
8945-MUQUF,0,0,0,0,1,1,0,1,0,0,1,94.8,51
4010-YLMVT,0,0,0,0,1,1,0,0,0,1,0,106.6,56
1379-FRVEB,0,0,0,0,1,1,1,1,0,1,0,91.0,15
3023-GFLBR,0,0,0,0,1,1,1,0,0,1,1,86.15,33
8894-JVDCV,0,0,0,0,1,0,0,0,0,0,0,115.05,62
2014-MKGMH,0,0,0,0,1,1,1,1,0,0,0,101.1,46
5628-FCGYG,0,0,0,0,1,1,1,1,0,1,0,84.1,21
0524-IAVZO,0,0,0,0,1,1,1,1,0,1,1,85.0,30
2737-YNGYW,0,0,0,0,1,1,1,1,0,1,1,80.55,2
1784-EZDKJ,0,0,0,0,1,1,1,0,0,0,0,106.8,51
9297-FVVDH,0,0,0,0,0,0,0,1,1,0,0,84.5,57
7101-HRBLJ,0,0,0,0,0,0,0,0,1,0,0,83.7,72
5159-YFPKQ,0,0,0,0,1,1,1,1,0,1,1,75.8,2
6635-CPNUN,0,0,0,0,1,1,1,0,0,1,0,96.6,28
4021-RQSNY,0,0,0,0,1,1,1,1,0,1,1,98.5,29
5453-YBTWV,0,0,0,0,1,0,0,0,1,0,0,101.1,70
2931-VUVJN,0,0,0,0,1,0,0,1,0,0,0,94.05,59
9061-TIHDA,0,0,0,0,1,1,1,1,0,1,1,95.25,13
6418-PIQSP,0,0,0,0,0,0,0,0,1,0,0,81.0,62
2038-OEQZH,0,0,0,0,1,1,1,1,0,1,0,86.05,4
7927-AUXBZ,0,0,0,0,1,0,1,1,0,1,1,85.15,30
2878-RMWXY,0,0,0,0,1,1,0,0,1,0,0,102.65,72
7375-WMVMT,0,0,0,0,1,0,1,0,1,0,0,95.5,71
1136-XGEQU,0,0,0,0,0,0,1,0,0,0,0,84.15,50
2530-FMFXO,0,0,0,0,1,0,1,1,1,0,0,103.2,56
4695-WJZUE,0,0,0,0,1,1,1,1,0,1,1,88.55,2
8879-XUAHX,0,0,0,0,1,0,0,1,1,0,0,116.25,71
5003-XZWWO,0,0,0,0,0,0,1,0,1,0,0,84.2,71
3988-RQIXO,0,0,0,0,1,1,1,1,0,1,1,91.3,1
7622-FWGEW,0,0,0,0,0,0,0,0,1,0,0,85.65,56
2514-GINMM,0,0,0,0,1,1,1,1,0,1,1,79.5,1
7951-VRDVK,0,0,0,0,0,0,0,0,0,0,0,85.85,36
4815-YOSUK,0,0,0,0,1,0,0,0,0,0,0,104.9,72
2659-VXMWZ,0,0,0,0,1,1,0,1,0,0,1,111.3,67
0380-NEAVX,0,0,0,0,1,1,1,1,0,0,0,99.85,34
3207-OYBWH,0,0,0,0,1,1,1,0,0,1,1,95.25,57
4285-GYRQC,0,0,0,0,1,1,1,1,0,1,1,86.25,7
7216-EWTRS,0,0,0,0,1,1,1,1,0,1,1,100.8,1
7036-TYDEC,0,0,0,0,1,0,1,1,1,0,0,104.0,69
5802-ADBRC,0,0,0,0,1,1,0,0,0,0,0,104.4,50
8337-MSSXB,0,0,0,0,1,1,1,1,0,1,1,86.3,14
8495-LJDFO,0,0,0,0,1,0,0,0,0,1,0,108.95,64
0839-JTCUD,0,0,0,0,0,0,0,0,1,0,0,89.9,66
5494-WOZRZ,0,0,0,0,0,0,0,0,1,0,0,82.0,71
1302-UHBDD,0,0,0,0,1,1,1,1,0,1,0,89.95,20
2234-EOFPT,0,0,0,0,0,0,0,0,1,0,0,79.35,72
8378-LKJAF,0,0,0,0,1,1,1,0,0,1,0,101.15,38
8182-BJDSI,0,0,0,0,1,1,1,1,0,1,1,89.95,28
2528-HFYZX,0,0,0,0,1,1,1,1,0,1,1,76.45,17
3597-YASZG,0,0,0,0,1,0,1,0,1,0,0,104.45,70
9917-KWRBE,0,0,0,0,0,1,0,0,0,0,0,78.35,41
1393-IMKZG,0,0,0,0,1,0,1,1,0,1,0,95.85,1
3398-GCPMU,0,0,0,0,0,0,0,0,1,0,0,89.55,72
1013-QCWAM,0,0,0,0,1,1,1,1,0,1,0,100.8,66
6050-FFXES,0,0,0,0,1,0,1,0,1,0,0,105.35,69
7181-BQYBV,0,0,0,0,1,1,0,1,0,1,1,102.45,1
7322-OCWHC,0,0,0,0,1,0,0,0,1,0,0,93.05,72
2054-PJOCK,0,0,0,0,0,0,1,0,0,0,0,80.55,60
6204-IEUXJ,0,0,0,0,1,0,1,0,0,1,1,80.1,3
4529-CKBCL,0,0,0,0,1,1,1,1,0,1,1,80.2,2
2506-CLAKW,0,0,0,0,1,0,0,0,0,1,1,98.15,6
7176-WRTNX,0,0,0,0,1,0,0,0,1,0,0,114.95,70
1583-IHQZE,0,0,0,0,1,0,1,0,0,1,1,112.95,12
5732-IKGQH,0,0,0,0,1,0,0,0,0,0,0,104.45,52
9239-GZHZE,0,0,0,0,1,0,0,0,1,0,0,113.65,72
4140-MUHUG,0,0,0,0,1,1,1,1,0,1,1,86.85,3
0093-EXYQL,0,0,0,0,1,1,1,1,0,1,0,91.55,40
0320-JDNQG,0,0,0,0,1,0,0,1,0,1,1,99.85,23
9168-INPSZ,0,0,0,0,1,0,1,1,0,1,0,104.15,44
3571-RFHAR,0,0,0,0,1,0,1,1,0,1,1,109.15,65
2754-SDJRD,0,0,0,0,1,0,1,0,0,1,0,100.15,8
1587-FKLZB,0,0,0,0,1,1,1,0,0,1,1,99.5,66
4307-KTUMW,0,0,0,0,1,1,0,1,0,1,1,93.9,53
5440-FLBQG,0,0,0,0,1,0,1,0,1,0,1,108.4,69
2135-DQWAQ,0,0,0,0,1,1,1,0,0,1,0,85.3,5
4056-QHXHZ,0,0,0,0,1,0,0,0,1,0,0,107.45,72
7488-MXJIV,0,0,0,0,1,1,1,1,0,1,1,85.65,4
7401-JIXNM,0,0,0,0,0,0,0,0,1,0,0,91.3,54
9339-FIIJL,0,0,0,0,0,0,1,0,1,0,0,85.95,72
2027-FECZV,0,0,0,0,1,1,1,1,0,1,1,106.7,12
3870-MQAMG,0,0,0,0,1,0,1,1,0,0,1,110.35,54
6670-MFRPK,0,0,0,0,1,1,1,0,1,0,0,79.2,69
4800-CZMPC,0,0,0,0,1,1,0,0,0,0,1,103.25,48
4813-HQMGZ,0,0,0,0,1,0,1,1,0,1,0,90.25,8
7579-KKLOE,0,0,0,0,0,0,0,0,1,0,0,91.25,71
8402-EIVQS,0,0,0,0,1,1,0,0,0,0,0,100.9,67
4947-DSMXK,0,0,0,0,1,1,1,0,0,1,0,97.7,34
3324-OIRTO,0,0,0,0,1,1,0,0,0,0,0,104.65,71
5414-OFQCB,0,0,0,0,1,0,1,0,1,0,0,90.45,57
8552-OBVRU,0,0,0,0,1,0,0,1,0,1,0,104.5,48
9154-QDGTH,0,0,0,0,1,0,1,0,0,0,0,104.3,43
8197-BFWVU,0,0,0,0,0,0,0,0,1,0,0,93.25,72
6463-HHXJR,0,0,0,0,1,1,0,0,1,0,0,100.5,71
7928-VJYAB,0,0,0,0,1,1,1,1,0,1,0,90.6,11
1187-WILMM,0,0,0,0,0,0,0,0,1,0,0,89.4,63
9776-OJUZI,0,0,0,0,1,1,1,0,0,1,0,95.45,65
8949-JTMAY,0,0,0,0,1,1,1,0,0,1,1,98.6,29
2774-LVQUS,0,0,0,0,1,0,1,1,0,1,1,83.05,15
2266-SJNAT,0,0,0,0,1,0,1,0,0,0,0,109.15,72
0869-PAPRP,0,0,0,0,1,1,1,0,0,1,0,85.7,26
4238-JSSWH,0,0,0,0,1,1,1,0,0,1,0,102.05,35
2972-YDYUW,0,0,0,0,1,0,1,1,0,0,0,94.7,57
9121-PHQSR,0,0,0,0,1,1,1,0,0,1,0,85.05,16
4612-THJBS,0,0,0,0,1,1,1,0,0,0,1,104.75,56
4094-NSEDU,0,0,0,0,1,1,1,1,0,1,1,94.25,21
4304-TSPVK,0,0,0,0,1,0,0,0,1,0,0,114.9,68
1552-AAGRX,0,0,0,0,1,0,0,0,0,1,0,106.4,30
0020-INWCK,0,0,0,0,1,1,1,0,1,0,0,95.75,71
9548-ZMVTX,0,0,0,0,1,0,1,0,1,0,0,90.45,72
8739-XNIKG,0,0,0,0,1,1,1,1,0,1,0,84.0,5
2789-HQBOU,0,0,0,0,1,1,1,1,0,1,0,80.35,3
9251-WNSOD,0,0,0,0,0,1,0,0,0,0,0,75.1,67
4559-UWIHT,0,0,0,0,1,1,1,1,0,1,0,82.65,14
7268-IGMFD,0,0,0,0,1,0,1,0,0,1,0,93.9,18
0235-KGSLC,0,0,0,0,1,1,1,0,0,1,1,85.55,1
6650-BWFRT,0,0,0,0,1,0,0,0,1,0,0,117.15,72
9570-KYEUA,0,0,0,0,1,0,0,0,1,0,0,99.25,64
6993-YGFJV,0,0,0,0,1,0,0,0,1,0,0,112.55,69
0730-BGQGF,0,0,0,0,0,0,0,0,1,0,0,90.3,71
0013-SMEOE,0,0,0,0,1,0,0,0,1,0,0,109.7,71
3757-NJYBX,0,0,0,0,1,1,1,0,0,1,1,106.35,32
3413-DHLPB,0,0,0,0,1,0,1,0,0,1,0,103.75,60
2573-GYRUU,0,0,0,0,1,1,1,0,0,1,0,91.05,48
6734-GMPVK,0,0,0,0,1,1,1,1,0,1,0,105.3,5
6161-ERDGD,0,0,0,0,0,0,0,1,0,0,0,85.45,71
3771-PZOBW,0,0,0,0,1,1,1,0,0,1,0,90.7,20
5136-KCKGI,0,0,0,0,1,1,0,0,0,0,1,103.7,33
8231-BSWXX,0,0,0,0,1,1,1,0,0,0,0,79.05,71
6486-LHTMA,0,0,0,0,1,1,1,1,0,0,0,90.7,31
4083-BFNYK,0,0,0,0,1,1,0,0,0,0,0,95.0,38
3722-WPXTK,0,0,0,0,1,1,1,1,0,1,1,88.35,1
5141-ZUVBH,0,0,0,0,1,0,0,0,0,1,0,93.0,9
0310-SUCIN,0,0,0,0,0,0,0,0,0,0,0,84.8,71
5197-PYEPU,0,0,0,0,1,1,0,0,0,0,0,94.45,42
2929-ERCFZ,0,0,0,0,1,1,1,1,0,1,1,94.2,8
7548-SEPYI,0,0,0,0,1,1,1,1,0,1,1,96.25,5
3503-TYDAY,0,0,0,0,1,1,1,1,0,1,0,80.45,43
6901-GOGZG,0,0,0,0,0,0,0,1,1,0,0,84.95,60
9898-KZQDZ,0,0,0,0,1,1,1,0,0,1,1,94.55,40
